signI	signJ	{measureName}
1(N57)	BU~a	68.81709093729808
1(N45)	2(N14)	68.7443811647775
1(N14)	SZITA~a1	68.7216212550895
GAL~a	PAP~a	68.5822349983694
2(N01)	2(N34)	68.581767818491
BA	SAL	68.57333120521338
2(N01)	SU~a	68.53498223660169
2(N01)	AB2	68.4942146985459
AN	NAM2	68.47655196353239
ME~a	SZE~a	68.36928007853757
1(N34)	GAL~a	68.34864252854835
1(N01)	MAR~a	68.34284317928652
5(N01)	KU6~a	68.31405156690462
1(N01)	1(N02)	68.05682679642625
1(N34)	7(N01)	67.9723564586895
1(N24)	SZE~a	67.94401459074308
2(N01)	RAD~a	67.93379939961073
1(N01)	HI@g~a	67.88583515176474
AN	UDU~a	67.86864213262308
2(N01)	UDUNITA~a	67.8500105884132
3(N14)	7(N01)	67.80077630480439
1(N01)	DIN	67.7945656274251
2(N14)	BAR	67.79032017613576
KAB	NAM2	67.73396871681186
3(N01)	SZUBUR	67.60944124269515
5(N01)	PA~a	67.5595442139416
1(N14)	2(N57)	67.55377638124858
GI	KI	67.54869258298919
AN	SZUBUR	67.54108988615833
BU~a	SI	67.40237943653901
AB~a	GI	67.35597304680063
HI	U4	67.33292707037188
6(N01)	7(N01)	67.16446017822045
HI	SAL	67.11880140997145
2(N01)	KISAL~b1	67.07137009781228
SANGA~a	SZU	67.06388993429515
1(N14)	UDUNITA~a	66.94490572629779
1(N01)	AL	66.83032096850506
5(N01)	DU	66.8001415016267
EN~a	MUSZ3~a	66.76078207533207
1(N01)	NAR	66.69314087962681
3(N01)	RU	66.69307425637489
1(N57)	GI	66.67159764665087
GAL~a	PA~a	66.65329602831018
NAM2	RAD~a	66.53730882821304
1(N14)	GU7	66.4904338885384
1(N14)	TE	66.47811157971721
PA~a	RAD~a	66.4527435349188
1(N24)	1(N39~a)	66.42585730509609
3(N01)	TE	66.35617004147511
5(N01)	SZU2	66.16299367937893
4(N14)	6(N01)	66.12003859097548
1(N01)	MU	66.09322740080819
KU6~a	SZE~a	66.03489030723459
AN	PA~a	66.03375654166055
1(N57)	6(N01)	66.03147982291914
ME~a	SANGA~a	65.93505785736754
3(N01)	MASZ	65.7994791865115
1(N57)	SZU	65.73461687729562
2(N14)	DU	65.41460030186357
GAL~a	TE	65.40060765146413
E2~a	GAL~a	65.36070293265269
1(N01)	SIG7	65.28622743429453
ME~a	SZU	65.27996764290518
1(N57)	E2~a	65.26041973846709
BU~a	ME~a	65.20597251506939
2(N14)	KU6~a	65.11803819469762
3(N01)	NE~a	65.11737162562162
4(N01)	SZU2	65.05557136342907
7(N01)	UDU~a	65.02434305547484
1(N01)	TI	64.97650101150359
NE~a	SZE~a	64.88552991720222
1(N01)	GAN2	64.86384660170856
A	GAL~a	64.79882798513606
SI	SZU	64.7717166974383
A	SI	64.6383559500213
3(N14)	GAL~a	64.60702656946641
2(N01)	GISZ	64.58164954846494
GI	NUN~a	64.48267513514868
ME~a	SAL	64.44075531488008
1(N57)	SZUBUR	64.43426323591477
SZE~a	UDU~a	64.40549348480533
2(N01)	GA2~a1	64.28799361959125
4(N01)	KI	64.28367200531797
4(N01)	NAM2	64.28137040295374
3(N14)	SAL	64.26378303029583
A	SANGA~a	64.20815393999516
3(N57)	BA	64.18457668856313
BAR	UDU~a	64.17845989252677
BU~a	PA~a	64.16304363065969
KU6~a	PAP~a	64.15727629929509
1(N01)	KASZ~b	64.1439517911818
E2~a	HI	64.02072843138615
1(N14)	RAD~a	63.85713149274699
AN	RU	63.83911249695577
2(N01)	2(N57)	63.82370938402837
SZU	UDU~a	63.79093891566362
GAL~a	GI	63.715048790334976
1(N01)	NAMESZDA	63.50366593115969
5(N01)	SI	63.44069088081319
5(N01)	NAM2	63.37012029723698
3(N14)	E2~a	63.33591454529431
2(N01)	MA	63.2546867922187
ME~a	PAP~a	63.216567547873574
2(N01)	E2~b	63.15063153263743
4(N14)	5(N14)	63.136470681780466
1(N14)	GA~a	63.08510659024542
AB~a	SANGA~a	63.08073688292267
5(N01)	AB~a	63.07770551317776
GI	UDU~a	62.8864508718394
8(N01)	EN~a	62.87164181938967
1(N08)	2(N01)	62.75227708132435
SZE~a	TE	62.689957936564426
SAL	TUR	62.58491318000365
2(N45)	SZE~a	62.54989269347193
3(N57)	SI	62.47802686793868
1(N14)	IB~a	62.38451693403255
2(N01)	DUG~c	62.367000825779265
ME~a	U4	62.351130590991154
1(N01)	NIM~a	62.32235173526568
BA	NUN~a	62.171745758237286
SI	U4	62.14395501186818
AN	MUSZEN	62.050802623483115
EN~a	GAN2	62.04854900910621
NUN~a	SZU	61.981644705725905
BA	KI	61.97776552031292
GI	SI	61.91098552175694
MUSZEN	PAP~a	61.88306626580944
2(N01)	APIN~a	61.87034607524051
A	KI	61.76059410910245
3(N57)	PIRIG~b1	61.701076916317746
3(N01)	SZITA~a1	61.681085032389646
5(N01)	9(N01)	61.44717819306438
2(N57)	U4	61.34697576039353
1(N14)	MUSZ3~a	61.31354453671284
2(N14)	9(N01)	61.306032988577044
DU	NUN~a	61.297653388675485
5(N01)	SAG	61.22078333652248
NAM2	U4	61.13094623176532
SAG	SAL	61.067299426365665
AB~a	U4	61.006416772960904
