signI	signJ	{measureName}
AMAR	EN~a	23.19251581751582
EN~a	KUR~a	23.167135298482044
BA	KI	23.1291852755088
2(N01)	KI	23.099258056758057
MUSZEN	PAP~a	23.090164893361827
1(N57)	HI	23.053196925623396
2(N01)	SAG	23.025257582918876
GAN2	SZE~a	23.01404912596863
BU~a	NUN~a	22.954732646547953
AN	PA~a	22.939222190852625
1(N01)	ZI~a	22.848987287222585
APIN~a	NAM2	22.816666666666663
1(N01)	NUN~b	22.79464285714286
1(N57)	6(N01)	22.775773864937953
2(N14)	GAN2	22.771440186920056
1(N01)	TI	22.74423179160021
SANGA~a	ZATU737	22.71666666666667
1(N24)	U4	22.7011017264647
SAL	SZE~a	22.68107771141827
1(N01)	KISZ	22.678989898989897
4(N14)	6(N01)	22.61778393175452
8(N14)	SZE~a	22.613484221092918
1(N01)	AMA~a	22.596572871572874
SAL	U4	22.50636527329226
3(N01)	BAR	22.48580886605654
1(N46)	SZE~a	22.44338903568333
SI	U4	22.438003886794213
1(N24)	3(N39~a)	22.41891985271276
1(N01)	NINDA2	22.393578643578646
AN	DU	22.37877856910115
1(N01)	KA~a	22.369474153297684
BU~a	SZU	22.365263360700165
2(N01)	2(N39~a)	22.34627250144492
1(N01)	MU	22.321361883730304
1(N01)	NUNUZ~a1	22.31607281607281
E2~a	PAP~a	22.293596206416787
DA~a	PA~a	22.287051837051838
1(N57)	3(N57)	22.259272289458046
2(N01)	SU~a	22.236024677936445
SAL	SANGA~a	22.22857142857143
1(N14)	PA~a	22.16195738901621
1(N01)	NIN	22.131998556998564
UB	ZI~a	22.110042735042736
1(N57)	4(N14)	22.104621114179945
1(N58)	GAN2	22.09096471553902
2(N01)	NE~a	22.041401580875267
1(N39~a)	2(N01)	22.037912599096813
BU~a	KI	22.00867489337639
1(N51)	GAR	21.92072094572095
5(N01)	GAL~a	21.920118508942046
1(N14)	HI	21.907256300913016
2(N01)	SILA3~a	21.868881118881117
1(N14)	DUG~a	21.852375643679988
1(N01)	RAD~a	21.83011204481793
SAL	SZU2	21.81326743432007
2(N01)	KU6~a	21.803035608182668
1(N01)	U2~a	21.80239760239761
BA	TUG2~a	21.776794550478765
EN~a	UDU~a	21.77402649685259
1(N01)	USZ~a	21.766666666666666
1(N01)	URI3~a	21.743190143190148
1(N01)	ISZ~b	21.739999999999995
1(N01)	LAGAB~b	21.6594505789039
BAD~a	GAL~a	21.65079365079365
1(N01)	UKKIN~a	21.64880952380952
AB~a	ME~a	21.639389233954446
1(N14)	GAN2	21.63547147726714
1(N14)	TUG2~a	21.598407148407148
4(N01)	5(N14)	21.585589264536637
5(N01)	BAR	21.57154528478058
GI	PAP~a	21.515321308976237
3(N14)	EN~a	21.50868080233752
3(N01)	5(N01)	21.481575807233703
ERIN	NAM2	21.449999999999996
1(N34)	UDU~a	21.425703463203465
1(N01)	BAD~a	21.425
EN~a	GISZ	21.279596073611355
1(N14)	BU~a	21.268781317818032
3(N14)	3(N34)	21.235840870515794
AN	ME~a	21.23445165945166
MUSZEN	TUR	21.146883582367455
HI@g~a	SZE~a	21.146466862793332
GI	SAL	21.134595785921565
3(N57)	SZU	21.104435136014082
1(N14)	SZU2	21.09467615717615
GAR	SZE~a	21.091455912508543
5(N01)	GI	21.081957078009708
2(N01)	DUG~a	21.046347220031432
4(N01)	SAL	21.018858383332066
2(N01)	AB2	21.009251777634127
E2~b	EN2	21.0
DU	U4	20.978411341054905
AN	BU~a	20.916418770282608
3(N57)	E2~b	20.91498599439776
3(N01)	4(N01)	20.836839200353403
2(N01)	GA2~a1	20.812500000000004
NAM2	NUN~a	20.80730994152047
AB~a	SZE~a	20.805321067821072
1(N01)	EZEN~b	20.804761904761907
2(N01)	NI~a	20.727643628301525
KI	TAK4~a	20.724242424242426
GARA2~a	SILA3~a	20.67062937062937
3(N57)	GI	20.66572498126727
1(N14)	3(N34)	20.66309641081313
1(N14)	KI	20.64963323435494
NAM2	URU~a1	20.638888888888886
AB2	U4	20.6098692973693
7(N14)	SZE~a	20.603985342143236
HI@g~a	MU	20.595282495282504
SI4~a	SZE~a	20.58629148629149
5(N14)	GAN2	20.57930313150901
5(N01)	5(N14)	20.5713774529564
1(N58)	4(N14)	20.509504517670155
2(N01)	SZITA~a1	20.505430680430674
GI	NA~a	20.480348999698847
1(N14)	BAR	20.447513793396144
2(N57)	SZU	20.398523095262227
EN~a	SU~a	20.359307912888475
E2~a	SZE~a	20.308722886309095
DU	SAL	20.300770173802732
3(N01)	GAN2	20.296040071040075
2(N14)	AN	20.276808328487437
APIN~a	EN~a	20.275397968045024
E2~a	GI	20.240983444521348
DU	KI	20.239855144855145
GIBIL	SU~a	20.233791208791217
2(N14)	NUN~a	20.225391596925377
1(N34)	GAR	20.2228354978355
1(N58)	3(N14)	20.214512534249376
KU3~a	UMUN2	20.211064425770306
GAL~a	TUR3~a	20.202380952380953
1(N01)	ZATU752	20.159935064935063
1(N01)	SAR~a	20.126681096681107
1(N01)	GAN~a	20.106709956709963
1(N01)	ZATU644~a	20.088852813852814
SZU2	U4	20.08855588855589
2(N14)	4(N14)	20.068279853587438
1(N01)	GESZTU~b	20.026470588235295
EN~a	KISAL~b1	20.022041847041848
1(N57)	5(N14)	20.004115900439434
DUG~b	SIG7	20.0
GAR	ZATU651	20.0
KA2	LAM	20.0
4(N14)	EN~a	19.977696078431375
A	U2~b	19.96368573954781
PAP~a	TUR	19.957391753363623
1(N25)	HI@g~a	19.946690401102167
1(N45)	3(N01)	19.938719654528484
3(N14)	U4	19.93721249728712
EZEN~b	MUSZ3~a	19.917117604617605
EN~a	SZUBUR	19.913225388078665
LAGAB~b	SZE~a	19.80077147561163
BAR	UDU~a	19.765873015873012
SILA3~a	SZU	19.746771978021982
1(N01)	HASZHUR	19.74444444444444
BA	NUN~a	19.742271209182974
EN~a	GAN2	19.741536241536245
1(N01)	SZAKIR~c	19.733730158730157
1(N01)	BAD	19.731746506417558
NUN~a	SZE~a	19.702201964701963
MA	SAG	19.684210526315788
1(N14)	UD5~a	19.637698412698416
1(N34)	1(N51)	19.60357142857143
1(N14)	SANGA~a	19.59007936507936
KISZ	KUR~a	19.588672438672443
1(N14)	1(N24)	19.58702627781575
3(N14)	7(N01)	19.533812000603046
LAGAB~a	SZITA~a1	19.5
2(N01)	SZUBUR	19.470329670329672
DU	SZE~a	19.455784493284494
1(N01)	ZAG~a	19.428571428571423
1(N01)	ABGAL	19.416666666666664
DIN	DUG~b	19.416666666666664
HI	KI	19.36197858250097
AB~a	GI	19.332998542675966
1(N01)	LA2	19.329884004884
AN	EZEN~b	19.32184343434343
1(N01)	KAR2~a	19.298289945348767
GI	NUN~a	19.26949184454737
6(N01)	EN~a	19.26938160237309
KU6~a	UR2	19.268253968253962
AN	GI	19.260133414972124
5(N01)	SZU	19.18071928071928
HI@g~a	SZA	19.166666666666664
GAL~a	SUKKAL	19.1211111111111
1(N14)	KU6~a	19.11097120400526
2(N01)	AB~a	19.090722808974707
1(N34)	U4	19.01729154718039
3(N01)	PA~a	18.983471705546513
1(N01)	LAGAR~a	18.98333333333333
A	E2~a	18.918591178936005
DU	SZU	18.911786162753657
NI~b	SU~a	18.883333333333333
1(N57)	SZE~a	18.85722912353347
3(N01)	SI	18.84968944099379
3(N01)	KUR~a	18.832665667665665
BU~a	PA~a	18.83114180505485
EN~a	TI	18.79044011544012
1(N01)	LAGAB~a	18.786507936507938
AB~b	EN~a	18.718277169167262
2(N01)	MASZ2	18.69583333333333
AB~a	RU	18.692979242979245
4(N14)	UDU~a	18.688492063492063
E2~a	GAL~a	18.68018073429838
SANGA~a	U4	18.670364357864358
1(N14)	2(N57)	18.662607963694917
E2~a	PA~a	18.656219749373907
1(N24)	TAR~a	18.65502136752137
GI6	KAR2~a	18.65416995285416
1(N01)	GAN~c	18.64275914144335
2(N01)	HI@g~a	18.63096470982134
AN	NI~a	18.616024955436718
2(N01)	U8	18.611721611721613
1(N01)	NA2~a	18.610396825396826
GA2~a1	U4	18.608658008658008
HI	SAL	18.58513236349057
AN	ZATU788	18.58373015873016
GIR3@g~b	PA~a	18.573977697139462
1(N01)	DUB~b	18.55952380952381
GI	PA~a	18.532369623130496
AB~a	NI~a	18.504573445877796
4(N01)	GI	18.499461589322276
2(N57)	EN~a	18.48539230495752
GU7	SZE~a	18.484595959595964
DU	NUN~a	18.445238095238096
KISZ	SAL	18.43787878787879
1(N14)	U8	18.41111111111111
5(N01)	MASZ	18.36381673881674
RAD~a	UR2	18.35674603174603
EN~a	MUSZEN	18.34717242968419
7(N01)	UDU~a	18.342857142857145
2(N01)	MUSZ3~a	18.337337662337656
3(N01)	TUR	18.330438338302788
1(N24)	3(N01)	18.3303106854831
5(N01)	PAP~a	18.296166382636972
3(N01)	E2~a	18.289916221885527
EN~a	NE~a	18.285812376029767
3(N01)	KI	18.27420634920635
1(N14)	DU	18.27373842751602
3(N57)	4(N01)	18.262643538378832
3(N57)	A	18.23921495171495
1(N01)	GUG2	18.23513708513709
2(N01)	ERIM~a	18.213095238095242
4(N01)	5(N01)	18.18736480238028
2(N57)	PAP~a	18.176275939619263
GA2~a1	KU6~a	18.175
GAN2	KI	18.13654545202533
EN~a	EZEN~b	18.123432123432124
GA~a	GU7	18.12142857142857
GAN2	MASZ	18.119708994708997
1(N01)	HAL	18.116997038049668
PAP~a	SANGA~a	18.08862914862915
1(N01)	6(N01)	18.077409273732798
2(N01)	GAN2	18.071606171606174
AN	TAK4~a	18.063469863469866
EN~a	RU	18.026587301587305
DUB~a	SANGA~a	18.023809523809522
SILA3~a	SZE~a@t	18.0
A	TUR3~a	17.984981684981687
1(N22)	3(N01)	17.929764679764688
1(N57)	BU~a	17.919852657662258
NAGA~a	NAR	17.91370656706478
1(N14)	1(N58)	17.89434238362257
A	NUN~a	17.88867243867244
1(N34)	1(N45)	17.860728829149213
NUN~a	SZU	17.84162552423422
4(N39~a)	SZE~a	17.834706195412608
2(N01)	TE	17.82605244996549
EN~a	U2~b	17.820541260342026
2(N01)	UNUG~a	17.804918831168834
1(N01)	MUD	17.792265337002174
KI	U4	17.787798125327583
2(N14)	NAM2	17.753342490842492
1(N57)	E2~a	17.7523870737106
4(N01)	BU~a	17.719762644762646
A	DU	17.71914196914197
