signI	signJ	{measureName}
2(N01)	UDUNITA~a	67.05658758511092
1(N01)	1(N02)	67.05613552937766
3(N01)	SZUBUR	66.96282657211131
1(N34)	7(N01)	66.94133257432878
5(N01)	PA~a	66.9287287563727
1(N14)	2(N57)	66.91514575388076
AB~a	GI	66.7840199028384
HI	SAL	66.68970192695679
HI	U4	66.63715372580641
2(N01)	KISAL~b1	66.62117441989672
2(N14)	BAR	66.5793635049693
6(N01)	7(N01)	66.47775933439604
SANGA~a	SZU	66.4730769200393
NAM2	RAD~a	66.37802505793155
GAL~a	PA~a	66.36481452867379
PA~a	RAD~a	66.35816026762623
1(N57)	GI	66.35705383077891
1(N24)	1(N39~a)	66.34523581153326
1(N01)	DIN	66.33964528510398
1(N01)	NAR	66.3219263481813
EN~a	MUSZ3~a	66.30285933722345
3(N01)	RU	66.2593707896462
5(N01)	DU	66.2276911380259
1(N01)	AL	66.18457546409242
1(N14)	UDUNITA~a	66.13633078224295
5(N01)	SZU2	65.87621495753667
1(N01)	MU	65.77535220445353
1(N14)	TE	65.72401505441375
3(N01)	TE	65.68772668292122
ME~a	SANGA~a	65.64494143706348
AN	PA~a	65.58608377883054
1(N57)	6(N01)	65.4861557951451
4(N14)	6(N01)	65.43893012747522
KU6~a	SZE~a	65.4106645960415
1(N57)	SZU	65.3385916492358
1(N14)	GU7	65.15970600703163
3(N01)	MASZ	65.11550790882569
GAL~a	TE	65.08510155233307
E2~a	GAL~a	64.96191810783071
1(N01)	SIG7	64.87985016415715
2(N14)	DU	64.86885638573067
1(N57)	E2~a	64.82431371289705
ME~a	SZU	64.75300286279958
BU~a	ME~a	64.72034171179335
3(N01)	NE~a	64.68014982497576
1(N01)	GAN2	64.6544386115217
1(N01)	TI	64.62656550938487
7(N01)	UDU~a	64.5685561596681
2(N14)	KU6~a	64.53123577837935
NE~a	SZE~a	64.49215040065918
A	SI	64.46363635157155
3(N14)	GAL~a	64.30226215118037
A	GAL~a	64.29909911386945
SI	SZU	64.28096348645767
2(N01)	GISZ	64.24565480510365
2(N01)	GA2~a1	64.18434733355079
GI	NUN~a	64.1834152419987
ME~a	SAL	64.14073788208442
4(N01)	SZU2	64.06987560168237
4(N01)	KI	63.895952464526594
A	SANGA~a	63.817821157272405
KU6~a	PAP~a	63.71274279755799
SZE~a	UDU~a	63.68268560831473
BU~a	PA~a	63.66468896895347
AN	RU	63.65768456364617
4(N01)	NAM2	63.62445509579772
3(N14)	SAL	63.602727051850984
E2~a	HI	63.57972465314148
3(N57)	BA	63.51181714812754
GAL~a	GI	63.45851516660318
SZU	UDU~a	63.35491386753648
2(N01)	2(N57)	63.23162086311366
1(N01)	NAMESZDA	63.18805634518272
1(N01)	KASZ~b	63.131897651384485
1(N14)	RAD~a	63.08767776403052
BAR	UDU~a	63.02380559036014
AB~a	SANGA~a	62.96094972011804
2(N01)	MA	62.95013010364225
5(N01)	NAM2	62.9250128622494
ME~a	PAP~a	62.856478700318505
3(N14)	E2~a	62.85144232551875
5(N01)	SI	62.78497941997691
5(N01)	AB~a	62.740040883927094
4(N14)	5(N14)	62.63346033465696
2(N01)	E2~b	62.558898572129586
GI	UDU~a	62.50006684505782
1(N57)	SZUBUR	62.48285234383826
1(N14)	GA~a	62.401613346075614
2(N45)	SZE~a	62.322192538803755
8(N01)	EN~a	62.32147741848977
1(N08)	2(N01)	62.22097626703779
SAL	TUR	62.154656526508745
1(N01)	NIM~a	62.0771624094984
SZE~a	TE	62.014887585502805
3(N57)	SI	61.94959992770184
2(N01)	DUG~c	61.811646254834116
ME~a	U4	61.781167763695194
AN	MUSZEN	61.72825489418433
BA	KI	61.70931015948405
GI	SI	61.69278001554929
EN~a	GAN2	61.62952997342834
MUSZEN	PAP~a	61.57614480691519
SI	U4	61.54633099549137
NUN~a	SZU	61.485215667399046
1(N14)	IB~a	61.38932195577599
A	KI	61.27684361292568
BA	NUN~a	61.27073839450932
3(N01)	SZITA~a1	61.22289294336113
2(N01)	APIN~a	61.05640838148045
5(N01)	SAG	60.97411579034126
DU	NUN~a	60.84888405467203
5(N01)	9(N01)	60.77492883589197
SAG	SAL	60.75200546651386
NAM2	U4	60.750864941328224
2(N01)	MASZ2	60.66104029969545
2(N14)	9(N01)	60.62919961119239
1(N14)	MUSZ3~a	60.567987166204354
1(N01)	GUG2	60.55785875038607
3(N01)	MUSZEN	60.52203527866763
HI	SZE~a	60.513701981592504
